label,Blue,Green,Red,NIR,SWIR1,SWIR2,longitude,latitude
0,0.17346767,0.18097204,0.1683409,0.068331994,0.0147115635,0.0071081123,116.1966517726567,29.202802021316757
0,0.13237931,0.10899931,0.08490107,0.04908808,0.014959233,0.0077025187,115.94410677099499,29.125476779480678
0,0.13116573,0.12606373,0.09384194,0.046487547,0.009213302,0.004656185,116.47738430089906,28.90150021692097
0,0.13314708,0.1145471,0.08631279,0.048171703,0.013423682,0.006860443,116.47052787551458,29.21461030947893
0,0.16427912,0.16192627,0.14832921,0.06461695,0.016692918,0.008866565,116.0431440265486,29.391353719389993
0,0.1413697,0.13891777,0.13106665,0.0780654,0.010352582,0.0051515237,116.26940606423646,28.855790714357763
0,0.13042271,0.112268545,0.082548216,0.043936554,0.013621818,0.0069842776,116.45529137466018,29.161282556488523
0,0.16489829,0.16727592,0.1511774,0.06347767,0.014488661,0.006736608,116.13227755654685,29.23060863537605
0,0.1291596,0.11340783,0.0932723,0.046933353,0.010823154,0.005027689,116.29454629064624,28.9898719218765
0,0.14382163,0.13161153,0.11355643,0.05894532,0.0140923895,0.006340337,116.18103435928094,29.037866899567867
0,0.13549994,0.11598359,0.09795325,0.06640017,0.013919021,0.006414638,115.92887027014058,29.180328182556526
0,0.16361041,0.16172813,0.14988953,0.06555809,0.015850842,0.0080987895,116.058380527403,29.268699887512057
0,0.12373564,0.10716656,0.07967525,0.0390327,0.009436205,0.0043589817,116.54290125457298,29.186422782898283
0,0.11328399,0.09054794,0.05579992,0.030166134,0.010154446,0.0054239603,116.61375098354596,29.14604605563412
0,0.1108073,0.08864088,0.052332547,0.03150355,0.010104912,0.0056716297,116.64879493551108,29.107192978455394
0,0.10989092,0.08663476,0.050821763,0.027491305,0.0070338114,0.00331877,116.65184223568195,29.14299875546324
0,0.11112927,0.08826938,0.051936276,0.028085712,0.0075539174,0.0039131767,116.69069531286068,29.15975890640308
0,0.106547385,0.08415807,0.048642274,0.027441772,0.007925421,0.0041113123,116.71278823909957,29.130809554779717
0,0.12306693,0.11583499,0.099216364,0.041509394,0.009238069,0.0044332827,116.71202641405685,29.245083311187734
0,0.13235454,0.111624606,0.08388563,0.046091277,0.014265758,0.0075539174,116.4674805753437,29.187946432983725
0,0.11935189,0.10748853,0.08965633,0.066945046,0.0093371365,0.004086545,116.67317333687812,29.267938062469337
0,0.12589036,0.121729515,0.08866565,0.042326704,0.010104912,0.005473494,116.49410736269188,28.830900007956885
0,0.13294894,0.11927759,0.09693781,0.056344792,0.011467094,0.005448727,116.23211078897316,28.936929952934435
0,0.13091806,0.12784696,0.0961948,0.048642274,0.009114235,0.004755253,116.4701227033849,28.87133088496094
0,0.09602143,0.07172506,0.04948435,0.025856687,0.006488939,0.0036407404,116.67553817684474,28.928527409008144
0,0.1356733,0.12883763,0.11078253,0.060926676,0.010426883,0.0048543205,116.46520257228406,29.097041899211728
0,0.13517797,0.12707917,0.10726562,0.055279814,0.0109222215,0.005250592,116.4842680802998,29.069366161769533
0,0.12405761,0.11784111,0.087897874,0.04046918,0.008817031,0.0047057187,116.50271857192793,28.867640786635313
0,0.123215534,0.11952526,0.08485154,0.05012829,0.009163768,0.005077223,116.51624893245523,28.805524131487275
0,0.1468432,0.14761098,0.13297372,0.048642274,0.0099563105,0.0048295534,116.2714724101887,28.88855134381386
0,0.13743176,0.1324536,0.121729515,0.055948522,0.01052595,0.005176291,116.33666414727476,28.713271673346625
0,0.12450342,0.104912765,0.07150216,0.03999861,0.010748853,0.0048295534,116.23641647609524,28.973423605303257
0,0.12450342,0.10466509,0.08257298,0.042722974,0.010847921,0.0052258247,116.28746283626641,28.92668235984533
0,0.1318592,0.10389732,0.074251294,0.047552526,0.016370948,0.008346459,116.16753464068358,29.353503732842743
0,0.15506582,0.14592682,0.121927656,0.054883543,0.01716349,0.008569362,116.06544192034127,29.3473535689667
0,0.1328251,0.10684459,0.077049956,0.06040657,0.017435927,0.007950189,116.32682388507311,29.22250524228302
0,0.12955587,0.11608265,0.08623849,0.038042024,0.010748853,0.0056716297,116.51809398161805,29.174533964049882
0,0.12888716,0.10055378,0.07447419,0.04916238,0.016470017,0.008594128,116.21858100085475,29.378104388346916
0,0.14476277,0.13312231,0.11509198,0.057880342,0.015157368,0.0073805484,116.01624060933293,29.165308718235817
0,0.13782804,0.11603312,0.09072131,0.060183667,0.016569084,0.0073805484,116.23272637776965,29.060140915955476
0,0.13101712,0.12537026,0.101742595,0.04163323,0.009683874,0.00510199,116.58636080064214,29.192369439290406
