order,complexity,expression,score,error
9,125,[(min(v2-v18) + (((x6 + min(v17-v18)) + mean(v46-v50)) + (min(v86-v99) * x84))); (((softplus(softplus((x50 + softplus(min(v96-v102))))) + (softplus(((min(v54-v63) * max(v87-v98)) + sigmoid(min(v72-v75)))) + min(v86-v99))) * softplus(tanh(((min(v62-v101) * (max(v23-v61) * x56)) + max(v67-v93))))) + x76); ((min(v29-v54) + (x36 + x50)) + x48); (x85 + (x8 + (max(v89-v101) + x86))); ((((min(v14-v86) + ((x83 * x51) + min(v15-v17))) + (min(v15-v18) + (((x14 + min(v97-v102)) + x10) + x12))) + min(v23-v88)) + x95); ((sigmoid(x50) + (softplus(x54) + sigmoid(min(v40-v46)))) * ((sigmoid(mean(v79-v85)) + sigmoid(softplus(softplus(x35)))) + (min(v32-v81) + mean(v80-v87)))); (x14 + ((x14 + x15) + x15)); (((x45 + x33) + (x33 + x59)) + (min(v72-v93) + min(v32-v37))); ((((min(v39-v72) + x50) * x89) + ((min(v62-v101) + min(v37-v103)) + x8)) + x35)],0.00010731655052432867,0.263931751752863
9,136,[(((softplus(max(v43-v103)) * (min(v40-v48) + tanh((mean(v86-v91) * mean(v61-v98))))) + ((min(v16-v33) + x10) + x9)) + tanh(((x87 + min(v36-v91)) * x86))); (x71 + (softplus(softplus(sigmoid((mean(v39-v88) * mean(v48-v90))))) + ((x101 + softplus(softplus(x70))) + min(v92-v93)))); (x44 + (x2 + ((x44 + min(v37-v46)) + (min(v42-v80) + min(v37-v46))))); (x101 + ((min(v92-v93) + x3) + ((min(v10-v58) * (tanh((x32 * mean(v41-v78))) * x68)) + x84))); ((min(v13-v32) + (x89 + (x21 * x11))) + ((x30 + (min(v36-v91) + min(v36-v91))) + x11)); ((x41 * x93) + (softplus((sigmoid(x59) + softplus((((x33 * min(v45-v60)) + (softplus((min(v35-v49) * x95)) + ((min(v68-v91) + x39) + x95))) + softplus(x41))))) + (x93 + min(v74-v89)))); ((x17 + tanh(x16)) + ((x18 + x16) + x30)); (((min(v37-v44) + min(v19-v39)) + mean(v48-v90)) + (max(v28-v41) + (((min(v14-v47) + min(v14-v47)) + x88) + x40))); x29],0.0019151960451782803,0.25842962085762317
9,137,[(((x6 + (x10 + softplus((tanh(x100) * (x68 + max(v72-v102)))))) + mean(v12-v36)) + x28); (softplus(softplus(softplus(tanh((x51 + ((x18 * (min(v40-v101) + -7.083)) + x51)))))) + (tanh((((mean(v73-v97) + min(v21-v93)) * max(v40-v90)) + softplus(mean(v67-v70)))) + ((x101 + x86) + x71))); ((x3 + max(v78-v79)) + ((x43 + x41) + x41)); ((x88 + x88) + x88); ((x8 + min(v59-v101)) + (((min(v95-v98) + min(v95-v98)) + ((max(v17-v34) + tanh(x19)) * x2)) + ((x8 + min(v59-v101)) + min(v59-v101)))); ((softplus(((x59 + x3) * x92)) + (mean(v73-v95) + min(v55-v81))) + softplus(softplus(((x78 + ((x31 + x39) + softplus(sigmoid(softplus(x53))))) + (max(v30-v65) * x82))))); ((x17 + x17) + (x17 + x17)); (((((min(v9-v33) + x45) + min(v19-v39)) + min(v1-v103)) + (x14 + x38)) + tanh(x60)); (x18 + (x27 + (min(v1-v93) + ((min(v1-v103) + x94) * x43))))],0.045731299965959316,0.24687745926233245
9,139,[((softplus(max(v43-v103)) * (tanh((mean(v86-v88) * mean(v61-v98))) + min(v40-v48))) + (((min(v16-v33) + x10) + x9) + (x97 * tanh(x86)))); (x71 + ((softplus(softplus(sigmoid(tanh(x76)))) + (x101 + softplus(softplus(x70)))) + x85)); ((x44 + ((x2 + x43) + min(v37-v46))) + (min(v42-v80) + min(v37-v46))); ((x91 + (min(v92-v93) + x3)) + ((x68 * min(v10-v58)) + x84)); ((min(v37-v103) + ((x30 + x21) * x11)) + ((x21 + x11) + x91)); ((x41 * x93) + ((sigmoid(x59) + (softplus(softplus((((x33 * min(v45-v60)) + (softplus((min(v35-v49) * x95)) + min(v68-v91))) + (softplus(x41) + (x39 + x95))))) + x93)) + min(v74-v89))); (x17 + ((x16 + (x16 + x16)) + x17)); ((min(v37-v44) + min(v19-v39)) + (((mean(v48-v90) + max(v28-v41)) + (min(v68-v91) + (x40 + min(v14-v47)))) + min(v14-v47))); (((min(v36-v99) + x80) + min(v10-v93)) + ((((min(v46-v103) + x80) * mean(v39-v88)) + x29) + x7))],0.028789773846353048,0.2330638731017774
9,144,[(((softplus(max(v43-v103)) * (min(v40-v48) + tanh((mean(v86-v91) * mean(v61-v98))))) + ((min(v16-v33) + x10) + x9)) + (x87 * tanh(x86))); ((x71 + softplus(softplus(sigmoid((mean(v39-v88) * mean(v48-v90)))))) + ((x101 + softplus(softplus(x70))) + min(v92-v93))); ((x44 + x2) + (((x44 + min(v37-v46)) + min(v42-v80)) + min(v37-v46))); (x101 + ((min(v92-v93) + x3) + ((min(v10-v58) * (tanh((x32 * mean(v41-v78))) * x68)) + x84))); ((((min(v13-v32) + min(v74-v89)) + (x21 * x11)) + (x30 + (min(v36-v91) + min(v36-v91)))) + x11); ((x41 * x93) + (softplus((sigmoid(x59) + softplus(((x33 * min(v45-v60)) + (((softplus((min(v35-v49) * x95)) + min(v68-v91)) + (x39 + x95)) + softplus(x41)))))) + (x93 + min(v74-v89)))); (((x17 + tanh(x16)) + x18) + x16); (((min(v37-v44) + min(v19-v39)) + mean(v48-v90)) + (max(v28-v41) + (((min(v14-v47) + min(v14-v47)) + x88) + x40))); (min(v36-v91) + (x80 + (min(v10-v93) + (((min(v46-v97) + x80) * mean(v39-v88)) + x32))))],0.003778606321166751,0.2287019249411097
9,146,[((softplus(max(v2-v97)) * (tanh((mean(v87-v89) * mean(v61-v98))) + min(v40-v48))) + ((min(v16-v33) + x10) + (x9 + (x97 * tanh(x86))))); (x71 + ((softplus(softplus(sigmoid(tanh(x76)))) + (x101 + softplus(softplus(x70)))) + x85)); (((x44 + (x2 + x43)) + min(v37-v46)) + (min(v42-v80) + min(v37-v46))); ((x91 + (min(v92-v93) + x3)) + ((tanh((x32 * (x72 + mean(v41-v78)))) * (x68 * min(v10-v58))) + x84)); ((min(v37-v103) + (x30 + (x21 * x11))) + ((x21 + x11) + x91)); ((x41 * x93) + ((sigmoid(x59) + (softplus(softplus((((x33 * min(v45-v60)) + (softplus((min(v35-v49) * x95)) + min(v68-v91))) + (softplus(x41) + (x39 + x95))))) + x93)) + min(v74-v89))); (x17 + ((x16 + (x16 + x16)) + x17)); ((min(v37-v44) + min(v19-v39)) + (((mean(v48-v90) + max(v28-v41)) + (min(v68-v91) + (x40 + min(v14-v47)))) + min(v14-v47))); (((min(v36-v99) + x80) + min(v10-v93)) + ((((min(v46-v103) + x80) * mean(v39-v88)) + x29) + x7))],0.012919261669719196,0.2228682956538599
9,148,[((((softplus(max(v43-v103)) * (min(v40-v48) + tanh((mean(v86-v91) * mean(v61-v98))))) + min(v16-v33)) + (x10 + x9)) + (x87 * tanh(x86))); (x71 + ((softplus(softplus(sigmoid(x70))) + (x101 + softplus(softplus(x70)))) + x86)); (((x44 + x2) + ((min(v37-v46) + x44) + min(v42-v80))) + min(v37-v46)); (((min(v92-v93) + x101) + x3) + ((min(v10-v58) * (tanh((x30 * mean(v41-v78))) * x68)) + x84)); ((1.490 * ((min(v13-v32) + (min(v36-v91) + (x21 * x11))) + ((min(v16-v33) + min(v48-v103)) + x11))) + min(v15-v98)); ((x41 * x93) + ((softplus((sigmoid(x59) + softplus(((min(v45-v60) * x33) + ((softplus((min(v35-v49) * x94)) + min(v68-v91)) + ((x39 + x95) + softplus(x41))))))) + x93) + min(v74-v89))); (x16 + (x18 + (x16 + (tanh(x23) + x17)))); (((min(v37-v44) + (min(v19-v39) + mean(v48-v90))) + max(v28-v41)) + (((min(v14-v47) + min(v19-v39)) + x88) + x40)); ((x6 + ((min(v36-v91) + min(v11-v33)) + min(v10-v93))) + (x32 + ((min(v46-v97) + x79) * mean(v39-v88))))],0.003315667839684561,0.22139527063275127
9,152,[((((softplus(max(v43-v103)) * (min(v40-v48) + tanh((mean(v75-v82) * mean(v61-v98))))) + min(v16-v33)) + (x10 + x9)) + (x87 * tanh(x86))); ((x71 + softplus(softplus(sigmoid((mean(v39-v88) * mean(v48-v90)))))) + ((x101 + softplus(softplus(x70))) + x86)); (x44 + (x2 + (x44 + ((min(v37-v46) + min(v42-v80)) + min(v37-v46))))); ((x101 + ((x84 + x3) + (min(v10-v58) * (x68 * tanh((x32 * mean(v41-v78))))))) + x84); (((((min(v31-v97) + (((min(v13-v32) + (min(v74-v89) * min(v31-v97))) + x21) * x11)) + (x30 + min(v36-v95))) + min(v36-v91)) + x19) + x97); ((x41 * x93) + (min(v74-v89) + (softplus((sigmoid(x59) + softplus(((x33 * min(v45-v60)) + (((softplus((min(v35-v49) * x95)) + min(v68-v91)) + (x39 + x95)) + softplus(x41)))))) + x93))); ((x17 + (x16 + x18)) + (x16 + tanh(x23))); ((min(v37-v44) + (min(v19-v39) + mean(v48-v90))) + (((max(v28-v41) + (min(v14-v47) + min(v14-v47))) + x88) + x40)); (((min(v36-v91) + x80) + (((min(v46-v97) + x80) * mean(v39-v88)) + x32)) + min(v36-v91))],0.0008238717284793732,0.22066686629827398
9,153,[((x9 + ((min(v37-v46) + tanh(((min(v65-v89) * x87) + mean(v7-v30)))) * ((min(v1-v86) * min(v59-v86)) + max(v39-v88)))) + mean(v17-v45)); ((x101 + x71) + ((softplus(softplus(softplus((x66 + softplus(x70))))) + sigmoid(x101)) + x90)); ((x40 + (min(v43-v59) + x42)) + ((x42 + x3) + x75)); (((mean(v46-v95) + min(v93-v98)) + ((((x72 + min(v10-v99)) * tanh((softplus((tanh((x73 + x31)) * x86)) + x68))) + min(v91-v93)) + min(v91-v93))) + max(v3-v5)); ((((x13 + (min(v1-v103) + x13)) + ((x34 + x23) * x26)) + x101) + min(v1-v103)); ((min(v69-v84) + ((max(v5-v38) * x93) + x93)) + (softplus(softplus((((x43 + ((min(v55-v73) + x31) * x33)) + min(v59-v101)) + (x79 + min(v31-v103))))) + (min(v54-v73) + softplus(softplus(sigmoid(mean(v34-v38))))))); ((((x87 * mean(v99-v101)) + softplus(sigmoid((max(v39-v88) * (x81 + x96))))) * (x65 + (min(v6-v40) + x17))) + x17); ((((x14 + (x58 + min(v19-v39))) + (x39 + mean(v7-v30))) + x58) + ((x89 + x14) + min(v10-v76))); (mean(v23-v78) + x32)],0.0013081940322821025,0.22037837995985562
9,158,[(((min(v40-v48) + tanh((mean(v10-v18) + (min(v7-v87) + ((x100 + x96) * (mean(v73-v95) + x88)))))) * (max(v39-v88) + (min(v1-v86) * min(v59-v86)))) + x9); ((x101 + (softplus(softplus((x71 + softplus((x70 + softplus(x70)))))) + x90)) + sigmoid(x70)); (((x42 + x40) + (x45 + x3)) + (x42 + x75)); (max(v3-v5) + ((mean(v46-v95) + min(v91-v96)) + ((((x72 + min(v10-v99)) + x6) * tanh((softplus(((x86 * x73) + x31)) + x68))) + (min(v91-v93) + min(v91-v93))))); ((min(v1-v93) + (mean(v99-v101) + ((x13 + (x2 + x14)) + (x34 * x26)))) + mean(v17-v44)); (min(v69-v84) + (x93 + softplus((softplus(softplus(((((x43 + min(v55-v73)) + ((x31 * x33) + min(v59-v101))) + x79) + x44))) + softplus((min(v64-v73) + sigmoid(mean(v32-v38)))))))); ((softplus((sigmoid(mean(v58-v66)) + (mean(v99-v101) * x87))) * ((min(v6-v40) + x65) + x17)) + x17); (x14 + (((x58 + min(v24-v39)) + x39) + ((mean(v7-v30) + (x58 + x89)) + (min(v10-v76) + min(v19-v39))))); (((mean(v32-v38) + x7) + min(v10-v93)) + ((min(v16-v103) * mean(v48-v103)) + min(v16-v103)))],0.0008113585772133562,0.21948616151216246
9,159,[(((min(v40-v48) + tanh((mean(v10-v18) + (min(v7-v87) + (x100 * (mean(v73-v95) + x88)))))) * (max(v39-v88) + (min(v1-v86) * min(v59-v86)))) + (mean(v17-v45) + x9)); ((x101 + softplus(softplus((x71 + softplus((x66 + softplus(x70))))))) + (x90 + sigmoid(x70))); ((x42 + x40) + ((min(v43-v59) + x3) + (x42 + x75))); (max(v3-v5) + ((mean(v46-v95) + min(v91-v96)) + ((((x72 + min(v10-v99)) + x6) * tanh((softplus(((x86 * x73) + x31)) + x68))) + (min(v91-v93) + min(v91-v93))))); (min(v1-v93) + (mean(v99-v101) + ((x13 + (x2 + min(v21-v103))) + ((x34 * x26) + ((x101 * x55) + x13))))); (min(v69-v84) + (x93 + (softplus(softplus((((x43 + (min(v55-v73) + ((x31 * x33) + min(v59-v101)))) + x79) + x44))) + softplus((min(v54-v73) + sigmoid(mean(v32-v38))))))); ((softplus((sigmoid(mean(v58-v66)) + (mean(v99-v101) * x87))) * ((min(v6-v40) + x65) + x17)) + x17); (((x14 + (x58 + min(v19-v39))) + x39) + ((mean(v7-v30) + (x58 + x89)) + (min(v10-v76) + min(v19-v39)))); ((x7 + min(v10-v93)) + ((min(v16-v103) * mean(v48-v103)) + min(v16-v103)))],0.014282546356752331,0.2163736206509821
9,160,[(((min(v40-v48) + tanh((mean(v10-v18) + (min(v7-v87) + ((x100 + x96) * (mean(v73-v95) + x88)))))) * (max(v39-v88) + (min(v1-v86) * min(v59-v86)))) + (mean(v17-v45) + x9)); ((x101 + (softplus(softplus(softplus((x71 + (x70 + softplus(x70)))))) + x101)) + sigmoid(x70)); ((x42 + (x40 + (x45 + x3))) + (x42 + x75)); (max(v3-v5) + (mean(v46-v95) + (min(v91-v96) + ((((x72 + min(v10-v99)) + x6) * tanh((softplus(((x86 * x73) + x31)) + x68))) + (min(v91-v93) + min(v91-v93)))))); (((mean(v99-v101) + ((x13 + (x2 + x14)) + (x34 * x26))) + mean(v17-v44)) + x99); (min(v69-v84) + (x93 + softplus((softplus(softplus(((((x43 + min(v55-v73)) + ((x31 * x33) + min(v59-v101))) + x79) + x44))) + softplus((min(v64-v73) + sigmoid(mean(v32-v38)))))))); ((softplus((sigmoid(mean(v58-v66)) + (x87 * mean(v99-v101)))) * (min(v6-v40) + (x65 + x17))) + x17); (x14 + (((x58 + min(v24-v39)) + x39) + ((mean(v7-v30) + (x58 + x89)) + (min(v10-v76) + min(v19-v39))))); ((mean(v32-v38) + (x7 + min(v10-v93))) + ((min(v16-v103) * mean(v48-v103)) + min(v16-v103)))],0.01915480674075631,0.212268467983152
9,161,[(((min(v40-v48) + tanh((mean(v10-v18) + (min(v7-v87) + ((x100 + x96) * (mean(v73-v95) + x88)))))) * (max(v39-v88) + (min(v1-v86) * min(v59-v86)))) + (mean(v17-v45) + x9)); (((x101 + softplus(softplus((x71 + (x70 + softplus(x70)))))) + x101) + sigmoid(x70)); ((x42 + (x40 + (x45 + x3))) + (x42 + x75)); ((max(v3-v5) + mean(v46-v95)) + (min(v91-v96) + (((x72 + (min(v10-v99) + x6)) * tanh((softplus(((x86 * x73) + x31)) + x68))) + (min(v91-v93) + min(v91-v93))))); ((((min(v1-v93) + mean(v98-v101)) + ((x13 + (x2 + x14)) + (x34 * x26))) + mean(v17-v44)) + x99); (min(v69-v84) + (x93 + softplus((softplus(softplus(((x43 + (min(v55-v73) + ((x31 * x33) + min(v59-v101)))) + (x79 + x44)))) + softplus((min(v64-v73) + sigmoid(mean(v32-v38)))))))); ((softplus((sigmoid(mean(v58-v66)) + (x87 * mean(v99-v101)))) * (min(v6-v40) + (x65 + x17))) + x17); ((x14 + ((x58 + min(v24-v39)) + x39)) + (mean(v7-v30) + ((x58 + x89) + (min(v10-v76) + min(v19-v39))))); (((mean(v32-v38) + x7) + min(v10-v93)) + ((min(v16-v103) * mean(v48-v103)) + min(v16-v103)))],0.002385789358998616,0.2117626437659332
9,162,[(((min(v40-v48) + tanh((mean(v10-v18) + (min(v7-v87) + ((x100 + x96) * (mean(v73-v95) + x88)))))) * (max(v39-v88) + (min(v1-v86) * min(v59-v86)))) + (mean(v17-v45) + x9)); ((x101 + (softplus(softplus((x71 + softplus((x70 + softplus(x70)))))) + x101)) + sigmoid(x70)); (((x42 + x40) + (x45 + x3)) + (x42 + x75)); (max(v3-v5) + (mean(v46-v95) + (min(v91-v96) + ((((x72 + min(v10-v99)) + x6) * tanh((softplus(((x86 * x73) + x31)) + x68))) + (min(v91-v93) + min(v91-v93)))))); ((((min(v1-v93) + mean(v99-v101)) + ((x13 + (x2 + x14)) + (x34 * x26))) + mean(v17-v44)) + x99); (min(v69-v84) + (x93 + softplus((softplus(softplus(((x43 + (min(v55-v73) + ((x31 * x33) + min(v59-v101)))) + (x79 + x44)))) + softplus((min(v64-v73) + sigmoid(mean(v32-v38)))))))); ((softplus((sigmoid(mean(v58-v66)) + (x87 * mean(v99-v101)))) * (min(v6-v40) + (x65 + x17))) + x17); (x14 + (((x58 + min(v24-v39)) + x39) + ((mean(v7-v30) + (x58 + x89)) + (min(v10-v76) + min(v19-v39))))); ((mean(v32-v38) + (x7 + min(v10-v93))) + ((min(v16-v103) * mean(v48-v103)) + min(v16-v103)))],0.017156259696074497,0.20816057621022563
9,167,[(x9 + (((min(v37-v46) + tanh((mean(v7-v30) + (min(v65-v89) * x88)))) * ((min(v1-v86) * min(v59-v86)) + max(v39-v88))) + mean(v17-v45))); ((x101 + x71) + ((softplus(softplus(softplus((x66 + softplus(x70))))) + sigmoid(x101)) + x90)); ((x40 + (min(v43-v59) + x42)) + ((x42 + x3) + x75)); (max(v3-v5) + ((mean(v46-v95) + min(v93-v98)) + (((((mean(v30-v36) + x72) + min(v10-v99)) * tanh((softplus((tanh((x73 + x31)) * x86)) + x68))) + min(v91-v93)) + min(v91-v93)))); (((((x13 + min(v1-v103)) + x13) + ((x34 + x23) * x26)) + x101) + min(v1-v103)); ((min(v69-v84) + ((max(v5-v38) * x93) + x93)) + ((softplus(softplus((((x43 + (min(v55-v73) + (x31 * x33))) + min(v59-v101)) + (x79 + min(v31-v103))))) + min(v54-v73)) + softplus(softplus(sigmoid(mean(v34-v38)))))); ((((x87 * mean(v99-v101)) + softplus(sigmoid((max(v39-v88) * (x81 + x96))))) * ((x65 + min(v6-v40)) + x17)) + x17); (((x14 + (x58 + min(v19-v39))) + ((x39 + mean(v7-v30)) + x58)) + ((x89 + x14) + min(v10-v76))); (min(v13-v32) + ((x84 + min(v12-v32)) + ((min(v10-v93) + ((x91 + mean(v23-v78)) * mean(v39-v94))) + x32)))],0.0005350039091105497,0.207604486706997
9,169,[((x9 + ((min(v37-v46) + tanh((((x83 + min(v65-v89)) * x87) + mean(v7-v30)))) * ((min(v1-v86) * min(v59-v86)) + max(v39-v88)))) + mean(v17-v45)); ((x101 + (x71 + (softplus(softplus(softplus((x66 + softplus(x70))))) + sigmoid(x101)))) + x90); ((x40 + (min(v43-v59) + x42)) + ((x42 + x3) + x75)); (((mean(v46-v95) + min(v93-v98)) + (((x72 + min(v10-v99)) * tanh((softplus((tanh((x73 + x31)) * x86)) + x68))) + (min(v91-v93) + min(v91-v93)))) + max(v3-v5)); (min(v10-v93) + ((((x13 + min(v1-v103)) + x13) + (((x34 + x23) * x26) + x101)) + min(v1-v103))); (((min(v69-v84) + (max(v5-v38) * x93)) + x93) + (softplus(softplus(((((x43 + ((min(v55-v73) + x33) * x33)) + min(v59-v101)) + x79) + min(v31-v103)))) + (min(v54-v73) + softplus(softplus(sigmoid(mean(v34-v38))))))); ((((x87 * mean(v99-v101)) + softplus(sigmoid((max(v39-v88) * (x81 + x96))))) * (x65 + (min(v6-v40) + x17))) + x17); (((x14 + x58) + ((min(v19-v39) + x39) + x23)) + (x58 + ((x89 + x14) + min(v10-v76)))); (((x84 + min(v12-v32)) + ((min(v1-v103) + min(v10-v93)) + ((x91 + mean(v23-v78)) * x102))) + x32)],0.005909906308073914,0.20516508560803995
9,171,[(x9 + (((min(v40-v48) + tanh((((x83 + min(v64-v87)) * x87) + mean(v2-v25)))) * ((min(v1-v86) * min(v59-v86)) + max(v39-v88))) + mean(v17-v45))); ((x101 + (x71 + (softplus(softplus(softplus((x66 + softplus(x70))))) + sigmoid(x101)))) + x90); ((x40 + (min(v43-v59) + x42)) + ((x42 + x3) + x75)); (((mean(v46-v95) + min(v93-v98)) + (((x72 + min(v10-v99)) * tanh((softplus((tanh((x73 + x31)) * x86)) + x68))) + (min(v91-v93) + min(v91-v93)))) + max(v3-v5)); (min(v10-v93) + ((x13 + (min(v1-v103) + x13)) + ((((x34 + x23) * x26) + (x13 + (min(v1-v103) + x13))) + min(v1-v103)))); (((min(v69-v84) + (max(v5-v38) * x93)) + x93) + (softplus(softplus((((x43 + ((min(v55-v73) + x33) * x33)) + (min(v59-v101) + x79)) + min(v31-v103)))) + (min(v54-v73) + softplus(softplus(sigmoid(mean(v34-v38))))))); ((((x87 * mean(v99-v101)) + softplus(sigmoid(x96))) * (x65 + (min(v6-v40) + x17))) + x17); (((x14 + x58) + (min(v19-v39) + (x39 + x23))) + (x58 + (x89 + (x14 + min(v10-v76))))); ((min(v13-v32) + ((x84 + min(v12-v32)) + (min(v1-v103) + (min(v10-v93) + ((x91 + mean(v23-v78)) * x102))))) + x32)],0.003858570245527916,0.2035878913607156
9,173,[((min(v10-v17) + (((tanh((((min(v1-v77) + x84) + min(v8-v71)) * min(v1-v103))) + max(v1-v103)) * (tanh((min(v1-v83) + (x84 * (mean(v100-v101) + x84)))) + x59)) + x5)) + (x63 + x13)); (((mean(v102-v103) + (x101 + sigmoid(((max(v35-v75) + x44) * (mean(v101-v102) + mean(v101-v102)))))) + (x68 + x71)) + (softplus(min(v3-v103)) + softplus(softplus(softplus(x69))))); (((x42 + x42) + x3) + (max(v8-v9) + ((x42 + x42) + (x20 * x76)))); (x85 + (x85 + (max(v5-v6) + max(v7-v9)))); ((9.173 * min(v1-v103)) + (max(v8-v9) * ((min(v1-v87) * (3.974 * min(v31-v83))) + (min(v7-v17) * min(v6-v18))))); (softplus(softplus((softplus(((x39 * x43) + min(v40-v73))) + min(v61-v73)))) + ((x82 + ((x84 * (min(v3-v69) + x44)) + ((min(v61-v73) + (min(v61-v83) + x82)) + softplus(x82)))) + softplus(min(v31-v83)))); (min(v9-v67) + ((min(v9-v67) + (-4.128 * (tanh(x77) + (tanh((x14 * (x64 * min(v1-v102)))) + x44)))) * ((min(v16-v23) + (x67 + x15)) + x63))); (((min(v7-v74) + tanh((x50 + x50))) + softplus(min(v27-v58))) + (min(v27-v58) + (min(v19-v72) + (((min(v27-v58) + min(v27-v58)) + min(v33-v58)) + min(v27-v58))))); (-12.304 + ((mean(v102-v103) + x78) * min(v61-v73)))],0.038044627872276415,0.18867171638628266
9,174,[((((x63 + x12) + min(v14-v15)) + ((x45 + tanh((min(v2-v83) + ((x84 + min(v10-v103)) * x84)))) * (tanh(((min(v8-v71) + ((min(v2-v103) + min(v8-v71)) + mean(v102-v103))) * min(v1-v103))) + max(v1-v103)))) + x5); (x101 + (x71 + ((softplus(min(v4-v103)) + softplus(softplus(softplus(x69)))) + ((mean(v102-v103) + x68) + sigmoid(((max(v6-v75) + x44) * (mean(v101-v102) + x96))))))); (x36 + ((x3 + x42) + ((x42 + mean(v42-v43)) + mean(v42-v43)))); (x85 + x85); ((8.274 * min(v1-v103)) + (x12 + (x11 * ((min(v6-v14) * min(v7-v19)) + (min(v1-v79) * (min(v1-v101) * 3.733)))))); ((softplus((min(v61-v73) + softplus((min(v39-v73) + (x43 * x40))))) + ((softplus(softplus(min(v25-v100))) + min(v61-v73)) + softplus(x82))) + ((x82 + (x84 * (x44 + min(v3-v67)))) + (x82 + min(v61-v83)))); (x14 + (((-3.271 * tanh(((x78 + tanh((min(v1-v103) * (x14 * x49)))) + x44))) + softplus(mean(v101-v103))) * (((x15 + min(v11-v22)) + x64) + x67))); (((min(v27-v58) + min(v27-v58)) + ((tanh((x50 + (min(v61-v74) + x44))) + min(v27-v58)) + ((((min(v1-v96) + min(v27-v58)) + min(v27-v59)) + softplus(softplus(min(v32-v52)))) + softplus(min(v7-v74))))) + min(v19-v72)); (-3.880 + (x81 * x78))],0.12344279272797054,0.16676168574110897
9,178,[((((min(v2-v17) + x13) + x63) + x13) + ((max(v1-v103) + tanh((x84 * min(v1-v103)))) * (tanh((((x84 + x84) * x84) + min(v2-v83))) + x60))); (((sigmoid((mean(v96-v97) * x25)) + ((x68 + softplus(min(v4-v103))) + (x71 + mean(v102-v103)))) + mean(v102-v103)) + softplus(softplus(softplus(min(v2-v103))))); ((tanh(x26) + (x42 + x42)) + ((x3 + x41) + x41)); ((x85 + (x85 + x85)) + (min(v71-v103) + (max(v7-v9) + x4))); (((((min(v1-v78) * 4.267) * min(v1-v103)) + (min(v1-v9) * x13)) * x12) + ((min(v1-v101) + 9.398) * min(v1-v103))); (((x82 + min(v61-v73)) + (softplus(softplus(softplus(softplus(((((x43 * x43) + min(v36-v73)) + min(v62-v73)) + min(v32-v83)))))) + (min(v61-v83) + (x82 + softplus(x82))))) + (x84 * (min(v3-v67) + x21))); ((-1.476 + (((min(v8-v67) + (-6.272 * (((tanh((min(v1-v103) * x14)) * x64) + x44) + tanh(x78)))) * (x67 + (x64 + (x15 + min(v19-v24))))) + min(v8-v71))) + x18); ((min(v27-v58) + ((min(v27-v58) + (min(v24-v72) + min(v7-v74))) + ((min(v16-v47) + tanh(((min(v1-v9) * min(v53-v72)) + x50))) + (min(v27-v58) + min(v27-v58))))) + softplus(min(v27-v58))); (((x26 + min(v1-v78)) * min(v71-v94)) + (min(v27-v58) + (x27 + -9.838)))],0.007125931196475538,0.1620754612499434
9,180,[(((min(v10-v17) + (((tanh((((min(v1-v77) + x84) + min(v8-v71)) * min(v1-v103))) + max(v1-v103)) * (tanh((min(v1-v83) + (x84 * (mean(v100-v101) + x84)))) + x59)) + x5)) + x63) + x13); ((mean(v102-v103) + (x101 + sigmoid(((max(v35-v75) + x44) * (mean(v101-v102) + mean(v101-v102)))))) + ((x68 + x71) + (softplus(min(v3-v103)) + softplus(softplus(softplus(x69)))))); ((x42 + (x42 + x3)) + ((max(v8-v9) + x42) + (x42 + (x16 * x76)))); ((sigmoid(min(v7-v74)) + (x85 + x85)) + ((x85 + max(v5-v6)) + max(v7-v9))); ((max(v8-v9) * (((min(v1-v87) * 3.974) * min(v31-v83)) + (min(v7-v17) * min(v6-v18)))) + (9.173 * min(v1-v103))); (softplus(softplus((softplus(((x39 * x43) + min(v40-v73))) + min(v61-v73)))) + (x82 + (((x84 * (min(v3-v69) + x44)) + (min(v61-v73) + ((min(v61-v83) + x82) + softplus(x82)))) + softplus(min(v31-v83))))); (min(v9-v67) + ((min(v9-v67) + (-4.128 * (tanh(x77) + (tanh((x14 * (x64 * min(v1-v102)))) + x44)))) * ((min(v16-v23) + (x67 + x15)) + x63))); ((((min(v7-v74) + tanh((x50 + (x50 * x53)))) + softplus(min(v27-v58))) + (min(v27-v58) + min(v19-v72))) + (min(v27-v58) + (min(v27-v58) + (min(v27-v58) + min(v27-v58))))); (-12.304 + ((mean(v102-v103) + min(v61-v73)) * min(v61-v73)))],0.09454476357941657,0.13415186911569704
